candidate,state,district,office,year,party,website_url,has_url,captured
Alexander Edward Mr Adkins,HI,01,house,2018,D,https://www.alexadkins2016.com,True,False
Alexander Gaaserud,WV,02,house,2022,R,https://gaaserud4wv.com/,True,True
Alexander Gallegos,ID,01,house,2018,R,https://alexforidaho.com,True,True
Alexander Giannoulias,IL,00,senate,2010,D,https://www.alexiforillinois.com,True,True
Alexander Giannoulias,IL,00,senate,2012,D,https://www.alexiforillinois.com,True,True
Alexander Green,TX,09,house,2018,D,https://algreen.org,True,True
Alexander Green,TX,09,house,2020,D,https://algreen.org,True,True
Alexander Green,TX,09,house,2022,D,https://algreen.org,True,True
Alexander Green,TX,09,house,2024,D,https://algreen.org,True,False
Alexander Hormis Mr. Jr. Isaac,VA,10,house,2024,R,https://alexisaadforcongress.com,True,False
Alexander Law,NJ,01,house,2018,D,http://www.alexlawforcongress.com/,True,False
Alexander Meluskey,AZ,00,senate,2016,R,https://www.meluskey.com,True,True
Alexander Meluskey,AZ,00,senate,2018,R,https://www.meluskey.com,True,True
Alexander Meluskey,AZ,00,senate,2020,R,https://www.meluskey.com,True,True
Alexander Meluskey,AZ,00,senate,2022,R,https://www.meluskey.com,True,False
Alexander Meluskey,AZ,00,senate,2024,R,https://www.meluskey.com,True,False
Alexander Wolf Mister Weinstein,WV,01,house,2022,R,https://congressmanweinsteinsoffice.com,True,False
Alexander Wolf Mister Weinstein,WV,01,house,2024,R,https://congressmanweinsteinsoffice.com,True,False
Alexander X Mooney,WV,00,senate,2022,R,https://www.mooneyforwv.com,True,False
Alexander X Mooney,WV,00,senate,2024,R,https://www.mooneyforwv.com,True,True
Alexander Xavier Mooney,WV,02,house,2018,R,https://mooneyforcongress.com,True,True
Alexander Xavier Mooney,WV,02,house,2020,R,https://mooneyforcongress.com,True,True
Alexander Xavier Mooney,WV,02,house,2022,R,http://mooneyforcongress.com/,True,True
Alexander Xavier Mooney,WV,02,house,2024,R,http://mooneyforcongress.com/,True,False
Alexander Zdan,NJ,00,senate,2024,R,https://www.alexfornj.com,True,False
Alexandra Dr. Owensby,KY,04,house,2020,D,https://amowensby.com,True,True
Alexandra Dr. Owensby,KY,04,house,2022,D,https://amowensby.com,True,False
Alexandra Dr. Owensby,KY,04,house,2024,D,https://amowensby.com,True,True
Alexandra Eleanor Chandler,MA,03,house,2018,D,http://www.alexandrachandler.com,True,True
Alexandra Eleanor Chandler,MA,03,house,2020,D,http://www.alexandrachandler.com,True,False
Alexandra Hunt,PA,03,house,2022,D,https://www.alexandramhunt.com,True,True
Alexandra Jane Doherty,GA,10,house,2024,D,https://www.lexydoherty.com,True,True
Alexandria Gloria Khalil,PA,00,senate,2022,D,https://www.alexkhalilforussenate.com,True,False
Alexandria J. Taylor,MI,00,senate,2024,R,https://alexandriaforsenate.com,True,True
Alexandria Ocasio-Cortez,NY,14,house,2018,D,https://www.ocasiocortez.com,True,True
Alexandria Ocasio-Cortez,NY,14,house,2020,D,https://www.ocasiocortez.com,True,True
Alexandria Ocasio-Cortez,NY,14,house,2022,D,https://www.ocasiocortez.com,True,True
Alexandria Ocasio-Cortez,NY,14,house,2024,D,https://www.ocasiocortez.com,True,True
Alexis M Johnson,NM,03,house,2020,R,https://www.alexisjohnsonnm.com,True,True
Alexis M Johnson,NM,03,house,2022,R,https://www.alexisjohnsonnm.com,True,False
Alexis Martinez Johnson,NM,03,house,2022,R,https://www.electalexis.com,True,True
Alexis Martinez Johnson,NM,03,house,2024,R,https://www.electalexis.com,True,True
Alexis Medina,CA,09,house,2020,D,https://alexismedinaforcongress.org,True,False
Alexis Medina,CA,09,house,2022,D,https://alexismedinaforcongress.org,True,False
Alexis Medina,CA,09,house,2024,D,https://alexismedinaforcongress.org,True,False
Alfeia Devaughn-Good Devaughn-Goodwin,PA,05,house,2022,R,https://www.alfeforcongress.com,True,True
Alfred C Mr. Lemmo,MI,13,house,2020,R,https://to be determined,False,False
Alfred C Mr. Lemmo,MI,13,house,2022,R,https://to be determined,False,False
Alfred Jr Lawson,FL,05,house,2018,D,https://www.allawson.com/,True,True
Alfred Jr Lawson,FL,05,house,2020,D,https://www.allawson.com/,True,True
Alfred Jr Lawson,FL,02,house,2022,D,https://www.allawson.com/,True,True
Alfred Jr Lawson,FL,02,house,2024,D,https://www.allawson.com/,True,True
Alfred Michael Decillis,NY,11,house,2018,D,https://mikedecillis.com,True,True
Alfred Michael Decillis,NY,11,house,2020,D,https://mikedecillis.com,True,True
Alfred Michael Decillis,NY,11,house,2022,D,https://decillisforcongress.com,True,False
Alfredo Alan Garza,TX,29,house,2024,R,https://fifthofnovember2024.com/,True,True
Ali A Mirza,NY,05,house,2018,D,https://mirzaforcongress.com,True,False
Ali Chehem Ali,MN,00,senate,2018,D,https://www.aliforminnesota.com,True,True
Ali Chehem Ali,MN,00,senate,2020,D,https://www.aliforminnesota.com,True,False
Ali Khorasani,TX,02,house,2018,D,https://tx2.rocks,True,True
Ali Khorasani,TX,02,house,2020,D,https://tx2.rocks,True,False
Ali Khorasani,TX,02,house,2022,D,https://tx2.rocks,True,False
Ali Khorasani,TX,02,house,2024,D,https://tx2.rocks,True,False
Alia Garcia-Ureste,TX,16,house,2018,R,https://www.garciauresteforuscongress.com,True,True
Alia Garcia-Ureste,TX,23,house,2020,R,https://electalia.com,True,False
Alia Garcia-Ureste,TX,23,house,2022,R,https://electalia.com,True,False
Alice Madden,CO,00,senate,2020,D,https://alicemadden.com,True,True
Alicia Donahue,MN,03,house,2018,D,https://www.aliciadonahue.com,True,True
Alicia Donahue,MN,03,house,2020,D,https://www.aliciadonahue.com,True,True
Aliena Jeanene Kern,MN,06,house,2018,R,https://www.ajkern.com,True,True
Aliena Jeanene Kern,MN,06,house,2020,R,https://www.ajkern.com,True,True
Aliena Jeanene Kern,MN,05,house,2022,D,https://www.ajkern.com,True,True
Alieta Eck,NJ,00,senate,2014,R,https://www.eckforsenate.com,True,True
Alina Irene Md Valdes,FL,25,house,2018,D,http://alinavaldesforcongress.com,True,True
Aliscia Andrews,VA,10,house,2020,R,https://andrewsforvirginia.com/,True,True
Aliscia Andrews,VA,10,house,2022,R,https://andrewsforvirginia.com/,True,True
Aliscia Andrews,VA,10,house,2024,R,https://andrewsforvirginia.com/,True,False
Alisha Shelton,NE,02,house,2022,D,https://alishashelton.com/,True,True
Alisha Shelton,NE,00,senate,2020,D,https://alishashelton.com/,True,False
Alisha Shelton,NE,00,senate,2022,D,https://alishashelton.com/,True,True
Alison Friedman,VA,10,house,2018,D,https://www.alisonforvirginia.com,True,True
Alison Friedman,VA,10,house,2020,D,https://www.alisonforvirginia.com,True,False
Alison Hayden,CA,15,house,2020,R,https://alisoncongress2020.com,True,True
Alison Hayden,CA,14,house,2022,R,https://alison4congress.com,True,True
Alison Hayden,CA,14,house,2024,R,https://alison4congress.com,True,False
Alison Heslin,NJ,11,house,2018,D,https://www.heslinforcongress.com,True,True
Alison Lundergan Grimes,KY,00,senate,2014,D,https://none,False,False
Alison Lundergan Grimes,KY,00,senate,2016,D,https://none,False,False
Alison Lundergan Grimes,KY,00,senate,2018,D,https://none,False,False
Alissa Baldwin,VA,00,senate,2020,R,https://www.alissabaldwin.com,True,True
Alissa Baldwin,VA,00,senate,2022,R,https://www.alissabaldwin.com,True,False
Alissa Baldwin,VA,00,senate,2024,R,https://www.alissabaldwin.com,True,False
Alix Christopher Mr. Jr. Toulme,FL,00,senate,2024,R,https://www.alixchristopherforsenate.com/,True,False
Alix Jack Christopher Mr. Jr Toulme,FL,14,house,2022,D,https://www.acforusa.com/,True,True
Allan Fung,RI,02,house,2022,R,https://www.fungforri.com,True,False
Allan Fung,RI,02,house,2024,R,https://www.fungforri.com,True,True
Allan J Lichtman,MD,00,senate,2006,D,https://www.allanlichtman.com,True,True
Allan J Lichtman,MD,00,senate,2008,D,https://www.allanlichtman.com,True,True
Allan J Lichtman,MD,00,senate,2010,D,https://www.allanlichtman.com,True,False
Allan Mr. Levene,TN,03,house,2018,R,https://levenecongress.com,True,False
Allen B Mr. West,FL,18,house,2018,R,https://www.allenwestforcongress.com,True,False
Allen Ellison,FL,17,house,2020,D,https://www.ellisonforcongress.com,True,True
Allen Ellison,FL,23,house,2022,D,https://www.ellisonforcongress.com,True,False
Allen Ellison,FL,17,house,2024,D,https://www.ellisonforcongress.com,True,False
Allen Ellison,FL,00,senate,2020,D,https://www.ellisonforcongress.com,True,True
Allen Ellison,FL,00,senate,2022,D,https://www.ellisonforcongress.com,True,False
Allen Ellison,FL,00,senate,2024,D,https://www.ellisonforcongress.com,True,False
Allen L Ellison,FL,17,house,2018,D,https://www.ellisonforcongress.com,True,True
Allen L Ellison,FL,17,house,2020,D,https://www.ellisonforcongress.com,True,False
Allen L Ellison,FL,17,house,2022,D,https://www.ellisonforcongress.com,True,False
Allen L Ellison,FL,17,house,2024,D,https://www.ellisonforcongress.com,True,False
Allen Lucas Messer,IN,06,house,2018,R,https://www.lukemesser.com,True,True
Allen Lucas Messer,IN,06,house,2020,R,https://www.lukemesser.com,True,False
Allen Lucas Messer,IN,00,senate,2018,R,https://www.lukemesser.com,True,True
Allen Lucas Messer,IN,00,senate,2020,R,https://www.lukemesser.com,True,False
Allen R Waters,RI,01,house,2022,R,https://allenrwaters.com,True,False
Allen Ray Davidson,IN,05,house,2020,R,https://www.ard4in05.com,True,True
Allen Waters,RI,01,house,2024,R,https://allenrwaters.com,True,True
Allen Waters,RI,00,senate,2020,R,https://allenrwaters.com,True,False
Allen Waters,RI,00,senate,2022,R,https://allenrwaters.com,True,True
Allen Waters,RI,00,senate,2024,R,https://allenrwaters.com,True,True
Allen Weh,NM,00,senate,2014,R,https://www.allenweh.com,True,True
Allen Weh,NM,00,senate,2016,R,https://www.allenweh.com,True,True
Allen Weh,NM,00,senate,2018,R,https://www.allenweh.com,True,False
Allen Weh,NM,00,senate,2020,R,https://www.allenweh.com,True,False
Alley Waterbury,MN,05,house,2020,R,https://alleywaterburyforuscongress.com,True,False
Allison Galbraith,MD,01,house,2020,D,https://flipthefirst.com,True,True
Allison Harris Ms. Fine,NY,17,house,2020,D,https://www.allisonfine2020.com,True,True
Allison Harris Ms. Fine,NY,17,house,2022,D,https://www.allisonfine2020.com,True,True
Allison Ms. Galbraith,MD,01,house,2018,D,https://flipthefirst.com,True,False
Allison Russo,OH,15,house,2022,D,https://www.allisonrusso.com,True,True
Ally Dalsimer,VA,11,house,2022,D,https://allyforcongress.com,True,True
Ally Isom,UT,00,senate,2022,R,https://www.allyforutah.com,True,True
Ally Isom,UT,00,senate,2024,R,https://www.allyforutah.com,True,False
Allyson Damikolas,CA,40,house,2024,D,https://allysonforcongress.com,True,True
Alma D.D.S Arredondo-Lynch,TX,23,house,2018,R,https://www.dralma4congress23.com,True,False
Alma Ludivina Md Aguado,TX,00,senate,2010,D,https://www.almaaguadoforussenate.info,True,False
Alma Shealey Adams,NC,12,house,2018,D,http://almaadamsforcongress.com,True,True
Alma Shealey Adams,NC,12,house,2020,D,http://almaadamsforcongress.com,True,True
Alma Shealey Adams,NC,12,house,2022,D,http://almaadamsforcongress.com,True,False
Alma Shealey Adams,NC,12,house,2024,D,http://almaadamsforcongress.com,True,True
Alonzo Marcus Mr. Iii Poteet,TX,21,house,2018,R,https://n/a,False,False
Alonzo Marcus Mr. Iii Poteet,TX,21,house,2020,R,https://n/a,False,False
Alonzo Pennington,KY,01,house,2020,D,https://www.penningtonforkentucky.com,True,False
Alonzo Pennington,KY,01,house,2022,D,https://www.penningtonforkentucky.com,True,False
Aloys Rutagwibira,IL,10,house,2018,R,https://rutagwibiraforcongress.com,True,False
Aloys Rutagwibira,IL,10,house,2020,R,https://rutagwibiraforcongress.com,True,False
Alter Eliezer Richter,NJ,04,house,2020,R,https://richter4congress.com,True,True
Alter Eliezer Richter,NJ,04,house,2022,R,https://richter4congress.com,True,False
Alter Eliezer Richter,NJ,04,house,2024,R,https://richter4congress.com,True,False
Alva Lytton,CA,11,house,2018,D,https://dennislytton.org,True,True
Alva Lytton,CA,11,house,2020,D,https://dennislytton.org,True,False
Alva Lytton,CA,11,house,2022,D,https://dennislytton.org,True,False
Alva Lytton,CA,11,house,2024,D,https://dennislytton.org,True,False
Alvin Brown,FL,05,house,2018,D,https://alvinforcongress.com,True,True
Alvin Brown,FL,05,house,2020,D,https://alvinforcongress.com,True,False
Alvin Brown,FL,05,house,2022,D,https://alvinforcongress.com,True,False
Alvin Brown,FL,05,house,2024,D,https://alvinforcongress.com,True,False
Alvin Edward Mr. Jr. Spitzner,GA,10,house,2020,D,https://ajforga.us,True,False
Alvin Edward Mr. Jr. Spitzner,GA,10,house,2022,D,https://ajforga.us,True,False
Alvin Edward Mr. Jr. Spitzner,GA,10,house,2024,D,https://ajforga.us,True,False
Alvin John 3205946498 Peters,MN,07,house,2024,D,https://ajpeterscongress.org,True,False
Alvis Mcaffrey,OK,05,house,2018,D,https://almcaffrey.com,True,True
Alyssia Rose-Katherine Hammond,NC,00,senate,2022,D,https://www.alyssiahammondnc.com,True,False
Alyssia Rose-Katherine Hammond,NC,00,senate,2024,D,https://www.alyssiahammondnc.com,True,False
Amal Torres,MD,03,house,2022,R,https://amalforcongress.com,True,True
Amal Torres,MD,03,house,2024,R,https://amalforcongress.com,True,False
Amanda Adkins,KS,03,house,2020,R,https://amandaadkins.com,True,False
Amanda Adkins,KS,03,house,2022,R,https://amandaadkins.com,True,False
Amanda Adkins,KS,03,house,2024,R,https://amandaadkins.com,True,True
Amanda Curtis,MT,00,senate,2014,D,http://www.amandaformontana.com,True,True
Amanda Curtis,MT,00,senate,2016,D,http://www.amandaformontana.com,True,True
Amanda Douglas,OK,01,house,2018,D,https://amandadouglasforcongress.com,True,True
Amanda Douglas,OK,01,house,2020,D,https://amandadouglasforcongress.com,True,True
Amanda Edwards,TX,18,house,2024,D,https://www.edwardsforhouston.com,True,True
Amanda Edwards,TX,00,senate,2020,D,https://www.amandafortexas.com,True,True
Amanda Edwards,TX,00,senate,2022,D,https://www.amandafortexas.com,True,True
Amanda Howland,IL,06,house,2018,D,https://amandahowlandforcongress.com,True,True
Amanda Makki,FL,13,house,2020,R,https://amandamakkiforcongress.com,True,False
Amanda Makki,FL,13,house,2022,R,https://amandamakkiforcongress.com,True,False
Amanda Makki,FL,13,house,2024,R,https://amandamakkiforcongress.com,True,False
Amanda Pearl Frankel,NY,10,house,2020,D,https://amandafrankel.com,True,False
Amanda Renteria,CA,21,house,2018,D,https://www.amandarenteria.com,True,True
Amanda Stuck,WI,08,house,2020,D,https://amandastuck.com/,True,True
Amanda Stuck,WI,08,house,2022,D,https://amandastuck.com/,True,True
Amanda Stuck,WI,08,house,2024,D,https://amandastuck.com/,True,False
Amanda Waldman,PA,09,house,2022,D,https://waldman4pa.com,True,True
Amane Badhasso,MN,04,house,2022,D,https://www.amaneforcongress.com,True,False
Amane Badhasso,MN,04,house,2024,D,https://www.amaneforcongress.com,True,False
Amaro Lionheart,FL,14,house,2024,R,https://lionheartforflorida2022.com,True,False
Ameena Matthews,IL,01,house,2022,D,https://www.drameena.org,True,False
Ameena Matthews,IL,01,house,2024,D,https://www.drameena.org,True,False
Ameena Nuur Ms Matthews,IL,01,house,2020,D,https://www.drameena.org,True,False
Ameer Benno,NY,04,house,2018,R,https://votebenno.com,True,False
Ameer Benno,NY,04,house,2020,R,https://votebenno.com,True,False
Amelia Paz,WA,09,house,2022,D,https://miaforcongress.com,True,True
Amelia Paz,WA,09,house,2024,D,https://miaforcongress.com,True,False
Amerish Bera,CA,07,house,2018,D,http://www.beraforcongress.com/,True,True
Amerish Bera,CA,07,house,2020,D,http://www.beraforcongress.com/,True,True
Amerish Bera,CA,06,house,2022,D,http://www.beraforcongress.com/,True,True
Amerish Bera,CA,06,house,2024,D,http://www.beraforcongress.com/,True,True
Amida Jacqueline Tseng,GA,07,house,2020,R,https://tsengforcongress.com,True,False
Amie Hoeber,MD,06,house,2018,R,https://amieforcongress.com,True,False
Amie Hoeber,MD,06,house,2020,R,https://amieforcongress.com,True,True
Amie Hoeber,MD,06,house,2022,R,https://amieforcongress.com,True,False
Amir Daryoush Rezvani Sarabi,CA,22,house,2020,D,http://www.daryforcongress.com,True,True
Amish Dr. Shah,AZ,01,house,2024,D,https://amishforarizona.com,True,True
Ammar Campa-Najjar,CA,50,house,2018,D,https://www.campacampaign.com,True,True
Ammar Campa-Najjar,CA,50,house,2020,D,https://www.campacampaign.com,True,True
Ammar Campa-Najjar,CA,50,house,2022,D,https://www.campacampaign.com,True,True
Ammar Campa-Najjar,CA,50,house,2024,D,https://www.campacampaign.com,True,False
Amy Briel,IL,16,house,2018,D,https://www.murribriel.com/,True,False
Amy Briel,IL,16,house,2020,D,https://www.murribriel.com/,True,False
Amy Irene Ms. Washburn,WI,06,house,2020,D,https://washburnforwisconsinsixth.com,True,True
Amy Irene Ms. Washburn,WI,06,house,2022,D,https://washburnforwisconsinsixth.com,True,True
Amy Irene Ms. Washburn,WI,06,house,2024,D,https://washburnforwisconsinsixth.com,True,True
Amy J Klobuchar,MN,00,senate,2006,D,http://www.amyklobuchar.com,True,True
Amy J Klobuchar,MN,00,senate,2008,D,https://amyklobuchar.com,True,True
Amy J Klobuchar,MN,00,senate,2010,D,https://amyklobuchar.com,True,True
Amy J Klobuchar,MN,00,senate,2012,D,https://amyklobuchar.com,True,True
Amy Kennedy,NJ,02,house,2020,D,https://www.amykennedyforcongress.com,True,True
Amy Kennedy,NJ,02,house,2022,D,https://www.amykennedyforcongress.com,True,False
Amy Kennedy,NJ,02,house,2024,D,https://www.amykennedyforcongress.com,True,True
Amy Klobuchar,MN,00,senate,2014,D,https://amyklobuchar.com,True,True
Amy Klobuchar,MN,00,senate,2016,D,https://amyklobuchar.com,True,True
Amy Klobuchar,MN,00,senate,2018,D,https://amyklobuchar.com,True,False
Amy Klobuchar,MN,00,senate,2020,D,https://amyklobuchar.com,True,True
Amy Klobuchar,MN,00,senate,2022,D,https://amyklobuchar.com,True,True
Amy Klobuchar,MN,00,senate,2024,D,https://amyklobuchar.com,True,True
Amy Kremer,GA,06,house,2018,R,https://www.amykremerforcongress.com,True,True
Amy Kremer,GA,06,house,2020,R,https://www.amykremerforcongress.com,True,True
Amy Mcgrath,KY,06,house,2018,D,https://www.amymcgrathforcongress.com/,True,True
Amy Mcgrath,KY,06,house,2020,D,https://www.amymcgrath.com,True,True
Amy Mcgrath,KY,06,house,2022,D,https://www.amymcgrath.com,True,True
Amy Mcgrath,KY,00,senate,2020,D,https://www.amymcgrath.com,True,True
Amy Mcgrath,KY,00,senate,2022,D,https://www.amymcgrath.com,True,True
Amy Mcgrath,KY,00,senate,2024,D,https://www.amymcgrath.com,True,True
Amy Phan West,CA,47,house,2024,R,https://www.amyphanwest.com,True,True
Amy Pope Wells,FL,03,house,2020,R,https://www.amypopewells.com,True,True
Amy Pope Wells,FL,03,house,2022,R,https://www.amypopewells.com,True,False
Amy Pope Wells,FL,03,house,2024,R,https://www.amypopewells.com,True,False
Amy Ryan Courser,OR,05,house,2020,R,https://amyfororegon.com,True,True
